N 41 41

  -2.50000000    -2.50000000   7812.50000000
  -2.50000000    -2.37500000   7355.46875000
  -2.50000000    -2.25000000   6921.87500000
  -2.50000000    -2.12500000   6511.71875000
  -2.50000000    -2.00000000   6125.00000000
  -2.50000000    -1.87500000   5761.71875000
  -2.50000000    -1.75000000   5421.87500000
  -2.50000000    -1.62500000   5105.46875000
  -2.50000000    -1.50000000   4812.50000000
  -2.50000000    -1.37500000   4542.96875000
  -2.50000000    -1.25000000   4296.87500000
  -2.50000000    -1.12500000   4074.21875000
  -2.50000000    -1.00000000   3875.00000000
  -2.50000000    -0.87500000   3699.21875000
  -2.50000000    -0.75000000   3546.87500000
  -2.50000000    -0.62500000   3417.96875000
  -2.50000000    -0.50000000   3312.50000000
  -2.50000000    -0.37500000   3230.46875000
  -2.50000000    -0.25000000   3171.87500000
  -2.50000000    -0.12500000   3136.71875000
  -2.50000000     0.00000000   3125.00000000
  -2.50000000     0.12500000   3136.71875000
  -2.50000000     0.25000000   3171.87500000
  -2.50000000     0.37500000   3230.46875000
  -2.50000000     0.50000000   3312.50000000
  -2.50000000     0.62500000   3417.96875000
  -2.50000000     0.75000000   3546.87500000
  -2.50000000     0.87500000   3699.21875000
  -2.50000000     1.00000000   3875.00000000
  -2.50000000     1.12500000   4074.21875000
  -2.50000000     1.25000000   4296.87500000
  -2.50000000     1.37500000   4542.96875000
  -2.50000000     1.50000000   4812.50000000
  -2.50000000     1.62500000   5105.46875000
  -2.50000000     1.75000000   5421.87500000
  -2.50000000     1.87500000   5761.71875000
  -2.50000000     2.00000000   6125.00000000
  -2.50000000     2.12500000   6511.71875000
  -2.50000000     2.25000000   6921.87500000
  -2.50000000     2.37500000   7355.46875000
  -2.50000000     2.50000000   7812.50000000

  -2.37500000    -2.50000000   7507.81250000
  -2.37500000    -2.37500000   7050.78125000
  -2.37500000    -2.25000000   6617.18750000
  -2.37500000    -2.12500000   6207.03125000
  -2.37500000    -2.00000000   5820.31250000
  -2.37500000    -1.87500000   5457.03125000
  -2.37500000    -1.75000000   5117.18750000
  -2.37500000    -1.62500000   4800.78125000
  -2.37500000    -1.50000000   4507.81250000
  -2.37500000    -1.37500000   4238.28125000
  -2.37500000    -1.25000000   3992.18750000
  -2.37500000    -1.12500000   3769.53125000
  -2.37500000    -1.00000000   3570.31250000
  -2.37500000    -0.87500000   3394.53125000
  -2.37500000    -0.75000000   3242.18750000
  -2.37500000    -0.62500000   3113.28125000
  -2.37500000    -0.50000000   3007.81250000
  -2.37500000    -0.37500000   2925.78125000
  -2.37500000    -0.25000000   2867.18750000
  -2.37500000    -0.12500000   2832.03125000
  -2.37500000     0.00000000   2820.31250000
  -2.37500000     0.12500000   2832.03125000
  -2.37500000     0.25000000   2867.18750000
  -2.37500000     0.37500000   2925.78125000
  -2.37500000     0.50000000   3007.81250000
  -2.37500000     0.62500000   3113.28125000
  -2.37500000     0.75000000   3242.18750000
  -2.37500000     0.87500000   3394.53125000
  -2.37500000     1.00000000   3570.31250000
  -2.37500000     1.12500000   3769.53125000
  -2.37500000     1.25000000   3992.18750000
  -2.37500000     1.37500000   4238.28125000
