N    121     121
-5.00000000e-01  -5.00000000e-01   2.18750000e+02
-5.00000000e-01  -4.91666667e-01   2.15651042e+02
-5.00000000e-01  -4.83333333e-01   2.12604167e+02
-5.00000000e-01  -4.75000000e-01   2.09609375e+02
-5.00000000e-01  -4.66666667e-01   2.06666667e+02
-5.00000000e-01  -4.58333333e-01   2.03776042e+02
-5.00000000e-01  -4.50000000e-01   2.00937500e+02
-5.00000000e-01  -4.41666667e-01   1.98151042e+02
-5.00000000e-01  -4.33333333e-01   1.95416667e+02
-5.00000000e-01  -4.25000000e-01   1.92734375e+02
-5.00000000e-01  -4.16666667e-01   1.90104167e+02
-5.00000000e-01  -4.08333333e-01   1.87526042e+02
-5.00000000e-01  -4.00000000e-01   1.85000000e+02
-5.00000000e-01  -3.91666667e-01   1.82526042e+02
-5.00000000e-01  -3.83333333e-01   1.80104167e+02
-5.00000000e-01  -3.75000000e-01   1.77734375e+02
-5.00000000e-01  -3.66666667e-01   1.75416667e+02
-5.00000000e-01  -3.58333333e-01   1.73151042e+02
-5.00000000e-01  -3.50000000e-01   1.70937500e+02
-5.00000000e-01  -3.41666667e-01   1.68776042e+02
-5.00000000e-01  -3.33333333e-01   1.66666667e+02
-5.00000000e-01  -3.25000000e-01   1.64609375e+02
-5.00000000e-01  -3.16666667e-01   1.62604167e+02
-5.00000000e-01  -3.08333333e-01   1.60651042e+02
-5.00000000e-01  -3.00000000e-01   1.58750000e+02
-5.00000000e-01  -2.91666667e-01   1.56901042e+02
-5.00000000e-01  -2.83333333e-01   1.55104167e+02
-5.00000000e-01  -2.75000000e-01   1.53359375e+02
-5.00000000e-01  -2.66666667e-01   1.51666667e+02
-5.00000000e-01  -2.58333333e-01   1.50026042e+02
-5.00000000e-01  -2.50000000e-01   1.48437500e+02
-5.00000000e-01  -2.41666667e-01   1.46901042e+02
-5.00000000e-01  -2.33333333e-01   1.45416667e+02
-5.00000000e-01  -2.25000000e-01   1.43984375e+02
-5.00000000e-01  -2.16666667e-01   1.42604167e+02
-5.00000000e-01  -2.08333333e-01   1.41276042e+02
-5.00000000e-01  -2.00000000e-01   1.40000000e+02
-5.00000000e-01  -1.91666667e-01   1.38776042e+02
-5.00000000e-01  -1.83333333e-01   1.37604167e+02
-5.00000000e-01  -1.75000000e-01   1.36484375e+02
-5.00000000e-01  -1.66666667e-01   1.35416667e+02
-5.00000000e-01  -1.58333333e-01   1.34401042e+02
-5.00000000e-01  -1.50000000e-01   1.33437500e+02
-5.00000000e-01  -1.41666667e-01   1.32526042e+02
-5.00000000e-01  -1.33333333e-01   1.31666667e+02
-5.00000000e-01  -1.25000000e-01   1.30859375e+02
-5.00000000e-01  -1.16666667e-01   1.30104167e+02
-5.00000000e-01  -1.08333333e-01   1.29401042e+02
-5.00000000e-01  -1.00000000e-01   1.28750000e+02
-5.00000000e-01  -9.16666667e-02   1.28151042e+02
-5.00000000e-01  -8.33333333e-02   1.27604167e+02
-5.00000000e-01  -7.50000000e-02   1.27109375e+02
-5.00000000e-01  -6.66666667e-02   1.26666667e+02
-5.00000000e-01  -5.83333333e-02   1.26276042e+02
-5.00000000e-01  -5.00000000e-02   1.25937500e+02
-5.00000000e-01  -4.16666667e-02   1.25651042e+02
-5.00000000e-01  -3.33333333e-02   1.25416667e+02
-5.00000000e-01  -2.50000000e-02   1.25234375e+02
-5.00000000e-01  -1.66666667e-02   1.25104167e+02
-5.00000000e-01  -8.33333333e-03   1.25026042e+02
-5.00000000e-01  -2.00000000e-13   1.25000000e+02
-5.00000000e-01  8.33333333e-03   1.25026042e+02
-5.00000000e-01  1.66666667e-02   1.25104167e+02
-5.00000000e-01  2.50000000e-02   1.25234375e+02
-5.00000000e-01  3.33333333e-02   1.25416667e+02
-5.00000000e-01  4.16666667e-02   1.25651042e+02
-5.00000000e-01  5.00000000e-02   1.25937500e+02
-5.00000000e-01  5.83333333e-02   1.26276042e+02
-5.00000000e-01  6.66666667e-02   1.26666667e+02
-5.00000000e-01  7.50000000e-02   1.27109375e+02
-5.00000000e-01  8.33333333e-02   1.27604167e+02
-5.00000000e-01  9.16666667e-02   1.28151042e+02
-5.00000000e-01  1.00000000e-01   1.28750000e+02
